3 month bad;6 month bad;1 year bad;3 month good;6 month good;1 year good
1,145833333;1,3125;1,5625;1,16;1,34;1,38
0,805555556;0,777777778;0,777777778;0,795206972;0,760348584;0,775599129
1,364985163;;;0,962707182;0,94198895;0,850828729
1,206349206;;1,904761905;1,949640288;2,089928058;1,949640288
1,017509728;1,017509728;1,105058366;0,982578397;0,93960511;1,047619048
1,275862069;1,275862069;1,275862069;1,00255102;0,960459184;0,867346939
1,111111111;1,407407407;1,444444444;0,912031048;0,915912031;0,836998706
0,86875;0,89375;0,95;1,019138756;1,03907496;0,99122807
;;0,902316602;1,042189282;1,166476625;1,198403649
1,111650485;1,082524272;1,030339806;0,818077803;0,700228833;0,610983982
1,509433962;1,603773585;1,41509434;0,941304348;0,855434783;0,763043478
1,280068729;1,383161512;1,4604811;0,777777778;0,822222222;0,822222222
0,820306205;0,899274778;0,662369057;0,542168675;;0,508433735
;0,85079929;1,005328597;;;0,88172043
0,816901408;0,929577465;0,971830986;0,835835836;0,802802803;0,842842843
0,935064935;1,064935065;1,064935065;0,875;1,541666667;1
1,62224554;;;0,907407407;0,796296296;0,740740741
1,292307692;;1,707692308;1,252380952;1,236904762;1,298809524
1,096114519;1,147239264;1,118609407;1,297297297;1,162162162;1,081081081
1,457142857;1,371428571;1,457142857;1,024489796;0,831632653;0,763265306
1,087719298;1,228070175;1,473684211;1,162162162;;0,864864865
0,833333333;0,953488372;0,872093023;0,87283237;0,895953757;0,786127168
;;1,020954357;1,245283019;1,509433962;1,452830189
1,137970353;1,077537058;0,982896237;0,92722372;0,849056604;0,886792453
0,875;1,578125;1,453125;0,908150065;0,924967658;0,802069858
1,115264798;1,102803738;1,26635514;1,96969697;2,02020202;2,006734007
1,105324074;1,429398148;0,899305556;1,074705111;1,158584535;1,089121887
;0,923868313;1,12962963;1,015384615;0,935897436;0,907692308
0,763157895;0,802631579;0,947368421;0,936312849;1,010055866;0,868156425
0,9625;1,0625;1,125;1,130718954;1,09912854;1,123093682
1,676646707;;;0,857615894;0,862030905;1,084988962
1,333333333;;1,634920635;0,834656085;0,759259259;0,674603175
0,990909091;1,238181818;1,192727273;0,929230769;0,913846154;0,816410256
1,525;1,4;1,475;0,96;0,8;0,8
1,073529412;1,308823529;1,470588235;0,688372093;;0,562790698
;;1,008900524;;;1,8
1,310391363;1,236167341;1,16194332;0,93442623;0,955942623;0,950819672
1;1,0625;1,0625;0,777777778;0,777777778;0,777777778
;;;1,075;0,95;0,875
1,161783439;1,430573248;0,931210191;1,068777293;1,152838428;1,200873362
;0,884520885;0,749385749;1,285714286;1,228571429;1,228571429
0,926470588;0,970588235;1,176470588;1,124161074;1,039149888;0,950782998
0,905882353;0,964705882;0,964705882;1;;0,711111111
1,790810157;;;0,932098765;0,851851852;0,679012346
1,380952381;;1,857142857;1,12;1,02;0,7
1,030656934;1,147445255;1,071532847;0,817283951;0,777777778;0,795061728
1,212121212;1,212121212;1,378787879;0,923192771;0,894578313;0,792168675
1,169230769;1,415384615;1,707692308;1,75974026;1,811688312;2,022727273
;;1,01465721;1,050387597;1,130490956;1,158914729
1,273631841;1,277363184;1,160447761;0,910904255;0,789893617;0,829787234
1,223529412;1,282352941;1,070588235;0,97188755;0,972891566;0,845381526
1,319942611;1,381635581;1,103299857;1,143727162;1,140073082;1,282582217
;0,703196347;0,552511416;1,042553191;1,060283688;1,143026005
1,242424242;1,196969697;1,409090909;0,826542491;0,734575087;0,640279395
0,975609756;1,134146341;1,195121951;0,971846847;0,958333333;0,88963964
1,858548585;;;1;0,729166667;1,0625
1,46031746;;1,936507937;0,637316562;;0,572327044
1,010899183;1,134877384;1,069482289;;;1,581818182
1,115942029;1,043478261;1,275362319;0,908590308;0,950440529;0,971365639
1,351851852;1,703703704;1,759259259;0,931034483;1,103448276;0,931034483
;;0,921052632;1;0,814814815;0,814814815
1,086206897;1,073563218;0,950574713;1,187361419;1,180709534;1,229490022
1,263888889;1,444444444;1,375;1,594594595;1,513513514;1,513513514
0,946375372;0,941410129;0,69612711;1,096359743;0,947537473;0,884368308
;1,222222222;1,22008547;0,949152542;;0,677966102
0,926470588;0,970588235;1,014705882;0,760869565;0,782608696;0,75
0,870588235;0,905882353;0,964705882;1,12;1,18;1,22
1,563432836;;;0,731764706;0,694117647;0,708235294
1,184210526;;1,5;0,891640867;0,823529412;0,713622291
0,970046083;1,132488479;1,078341014;1,882978723;1,992907801;1,921985816
2,666666667;2,791666667;3,666666667;1,199152542;1,327683616;1,444915254
1,489795918;1,816326531;1,326530612;0,974169742;0,81303813;0,784747847
;;0,89863388;0,986519608;0,952205882;0,881127451
1,047789725;1,051373955;0,91995221;1,281146637;1,366041896;1,297684675
1,119402985;1,074626866;1,955223881;0,920920921;0,831831832;0,904904905
1,315315315;1,436293436;0,976833977;0,746556474;0,713498623;0,608815427
;0,783980583;0,822815534;0,986095017;0,958285052;0,908458864
1;1,044117647;1,25;1;1,066666667;1,311111111
1,53111588;;;0,734463277;;0,662900188
1,063229572;1,142996109;1,098249027;;;1,452830189
;;1,056060606;0,990825688;0,967889908;0,955045872
1,016579407;0,998254799;0,915357766;0,8;0,725;0,725
1,204918033;1,199063232;0,961358314;0,789473684;0,710526316;0,578947368
;0,997333333;1,010666667;1,271445358;1,098707403;1,183313749
1,528557599;;;1,594594595;1,594594595;1,594594595
1,084153984;1,12354521;1,101163832;1,126666667;1,003333333;0,944444444
;;1,283181818;1;;1,090909091
0,998043053;1,036203523;0,959882583;1,093220339;1,093220339;0,978813559
;;;1,380952381;1,333333333;1,261904762
;;;1,232044199;1,145027624;1,022099448
1,100327154;1,01308615;0,840785169;0,905844156;0,925324675;0,819805195
;0,970526316;1,155789474;2,219607843;2,443137255;2,42745098
1,226534296;;;1,300944669;1,437246964;1,464237517
1,084493042;1,18389662;1,100397614;0,95377129;0,857664234;0,817518248
;;1,266352941;0,967336683;1,011306533;1,035175879
1,075675676;1,133333333;1,032432432;1,250770812;1,247687564;1,128468654
0,976923077;1,171428571;0,882417582;0,831932773;0,800186741;0,755368814
;0,834924966;0,698499318;0,817955112;0,682044888;0,639650873
1,208333333;;;0,982474227;0,929896907;0,881443299
;;;0,9;0,96;0,96
0,970133883;1,022657055;0,955715757;0,83974359;;0,575320513
;;1,299299065;;;1,366666667
1,400527009;1,499341238;1,364953887;0,96278626;0,979007634;0,913167939
1,024316109;1,213779129;0,845997974;0,945945946;0,864864865;0,864864865
;0,960907945;0,963430013;1,085714286;1;0,628571429
1,396521739;;;1,367502726;0,94002181;1,047982552
0,872483221;0,908277405;0,91163311;1,771428571;1,828571429;1,828571429
1,15565032;1,171641791;1,114072495;1,202233251;1,117866005;1,121588089
1,065359477;1,366013072;1,017429194;1,02020202;;1,212121212
;1,246010638;1,215425532;0,888;0,896;0,88
1,357388316;;;1,509433962;1,547169811;1,452830189
1,76396648;1,791899441;1,555865922;0,9375;0,919207317;0,971036585
1,088528678;1,16957606;1,155860349;1,039800995;1,059701493;1,028192371
1,069387755;1,363265306;1,030612245;1,653295129;1,730659026;2,415472779
;1,57622739;1,593023256;1,38807947;1,586754967;1,598675497
;;;0,982961992;0,880733945;0,857142857
;;;0,996083551;1,074412533;1,101827676
;;;1,171517672;1,180873181;1,116424116
;;;0,87057634;0,840242669;0,997977755
;;;0,893351801;0,846260388;0,861495845
;;;0,948220065;0,918015102;0,892125135
;;;1,0625;1,166666667;1,270833333
;;;0,845783133;;0,715662651
;;;;;1,362068966
;;;0,87956488;0,845376845;0,793317793
;;;0,88372093;1,186046512;1
;;;1,131578947;1,289473684;1,5
;;;1,427173913;0,944565217;1,17826087
;;;1,311111111;1,311111111;1,377777778
;;;1,223990208;1,162790698;1,134638923
;;;0,965909091;;0,909090909
;;;1,452830189;1,452830189;1,509433962
;;;1,01048951;1,013986014;0,947552448
;;;1,408188586;1,595533499;1,487593052
;;;1,116743472;0,926267281;0,887864823
;;;1,042079208;1,068069307;0,978960396
;;;1,103550296;1,224852071;1,363905325
;;;0,854043393;0,82642998;0,834319527
;;;0,931488801;0,865612648;0,753623188
;;;0,935520362;0,971719457;0,946832579
;;;1,017241379;1,103448276;1,155172414
;;;;;1,283333333
;;;0,945264987;0,949609036;0,847958297
;;;1;1,229166667;1,0625
;;;1,4;1,771428571;2,085714286
;;;1,682320442;1,302486188;1,487569061
;;;1,229166667;1,291666667;1,395833333
;;;1,280293758;1,167686659;1,097919217
;;;1,318681319;;1,208791209
;;;1,180555556;1,111111111;1,180555556
;;;0,950871632;1,093502377;1,12836767
;;;1,220394737;1,435307018;1,323464912
;;;1,076347305;1,028443114;1,056886228
;;;1,05363528;1,10727056;1,150178784
;;;0,870317003;0,874639769;0,981268012
;;;0,875739645;0,794871795;0,813609467
;;;0,897148676;0,842158859;0,803462322
;;;0,888268156;0,911731844;0,916201117
;;;0,811764706;0,811764706;0,847058824
;;;;;1,138461538
;;;0,83407276;0,817213842;0,820763088
;;;1,053571429;1,142857143;1,089285714
;;;1,413043478;1,413043478;1,652173913
;;;1,523160763;1,183923706;1,322888283
;;;1,039215686;1,156862745;1,37254902
;;;1,215590743;1,12911084;1,065773447
;;;1,21686747;;1,156626506
;;;1,375;1,375;1,464285714
;;;1,098630137;1,084931507;1,090410959
;;;1,286674132;1,419932811;1,302351624
;;;1,024657534;0,954794521;0,924657534
;;;1,033939394;1,064242424;1,055757576
;;;0,902187902;0,854568855;0,934362934
;;;0,828546562;0,751958225;0,785030461
;;;0,99668325;0,927031509;0,912935323
;;;0,927272727;0,988636364;1,055681818
;;;1,010526316;0,926315789;0,957894737
;;;;;1,1625
;;;0,90328152;0,811744387;0,81865285
;;;1,053571429;1,142857143;1,142857143
;;;1,111111111;1,111111111;1,555555556
;;;1,49382716;1,105624143;1,296296296
;;;1,177777778;1,422222222;1,422222222
;;;1,098712446;1,038626609;1,033261803
;;;1,142857143;;1,246753247
;;;1,54;1,6;1,6
;;;1,414529915;1,468660969;1,321937322
;;;1,301657459;1,486187845;1,26961326
;;;0,96657754;0,874331551;0,922459893
;;;1,046625767;1,036809816;1,041717791
;;;0,976501305;0,988250653;0,972584856
;;;0,893309222;0,908679928;0,927667269
;;;0,910922587;0,968186638;0,955461294
;;;1,023068051;1,131487889;1,160322953
;;;1,040540541;1,081081081;1,297297297
;;;;;1,123287671
;;;1,032649254;0,862873134;0,881529851
;;;1,35016835;0,909090909;1,021324355
;;;1,077812829;0,94426919;0,969505783
;;;0,907906169;0,9018245;0,866203301
;;;1,172178988;1,181906615;1,152723735
;;;0,990358127;0,925619835;0,964187328
;;;0,971800434;0,94143167;1,005422993
;;;0,975845411;0,960144928;0,962560386
;;;0,887218045;0,939849624;0,961466165
;;;1,17721519;1,10443038;1,181434599
;;;1,041237113;1,084765178;1,161512027
;;;0,927750411;0,826765189;0,8136289
;;;1,371280724;1,076326003;1,248382924
;;;1,146868251;1,046436285;1,069114471
;;;1,180570222;1,154171067;1,006335797
;;;1,064453125;1,100585938;1,083984375
;;;0,912454874;0,890794224;0,847472924
;;;1,029612756;1;0,996583144
;;;0,934937611;0,82798574;0,801247772
;;;1,081585082;1,138694639;1,230769231
;;;0,927745665;1,004816956;1,011560694
;;;0,984153461;0,967472894;0,909924937
;;;1,306122449;1,269387755;1,351020408
;;;1,32780083;1,115145228;1,100622407
;;;1,335714286;1,29;1,2
;;;0,819494585;0,851083032;0,903429603
;;;1,100139082;1,059805285;0,974965229
;;;0,906677393;0,993563958;0,965406275
;;;0,947584789;0,913669065;0,944501542
;;;1,009369676;0,89011925;0,795570698
;;;1,164850136;1,262942779;1,415531335
;;;1,060606061;1,187683284;1,205278592
;;;1,066565809;0,931921331;1,027987897
;;;1,247435897;1,325641026;1,476923077
;;;1,283536585;1,082317073;1,044715447
;;;0,994467497;0,969571231;0,954356846
;;;0,779220779;0,797402597;0,87965368
;;;1,129909366;1,075528701;1,067975831
;;;0,918566775;0,940553746;0,930781759
;;;0,911504425;0,844026549;0,860619469
;;;1,067540323;1,112903226;1,038306452
;;;1,210866753;1,368693402;1,752910737
;;;1,113402062;1,207216495;1,601030928
;;;1,119565217;1,077639752;0,922360248
;;;1,237662338;1,319480519;1,412987013
;;;1,010351967;0,866459627;0,880952381
;;;0,884196185;0,885558583;0,940054496
;;;1,02374894;1,072943172;1,030534351
;;;1,099121706;1,084065245;1,136762861
;;;1,261672096;1,418023887;1,647122693
;;;0,956284153;0,904918033;0,896174863
;;;0,949381327;1,049493813;1,141732283
;;;1,066939891;1,133196721;1,446721311
;;;0,98715415;1,051383399;1,4743083
;;;0,962457338;0,961604096;0,910409556
;;;1,09327984;1,130391174;1,142427282
;;;0,873253493;0,745508982;0,746506986
;;;0,947185546;0,876997915;0,728978457
;;;0,96969697;1,006493506;0,905483405
;;;1,124293785;1,037288136;1,06440678
;;;1,558962264;1,516509434;1,668632075
;;;0,899012075;0,828759605;0,89571899
;;;0,932885906;1,018791946;1,040268456
;;;1,047222222;1,144444444;1,404861111
;;;0,931506849;0,976027397;1,552511416
;;;0,992878942;1,078331638;1,044760936
